No,report,report_info,order,date_report,date_submission,date_confirmation,province,location,lat,long,start,end,species,susceptible,cases,deaths,destroyed,slaughtered
91,en_fup_0000029831_20190314_125755, (this report ,6,13/03/2019,14/03/2019,15/11/2018,Sichuan,Guang an_Linshui_Other_Toll station for G65_highway in the south of_Linshui County,30.28859,106.90877,10/03/2019,NA,Swine,150.0,9.0,9,141,0.0
92,en_fup_0000030052_20190408_125316,other report ,1,06/04/2019,06/04/2019,21/02/2019,Yunnan,Nujiang of the Lisu_Autonomous Prefecture_Lushui City_Farm_Xinzhai Village Liuku_Township,25.81839,98.89023,17/02/2019,NA,Swine,1304.0,6.0,2,1301,0.0
92,en_fup_0000030052_20190408_125316, (this report ,2,06/04/2019,06/04/2019,21/02/2019,Yunnan,Diqing Tibetan_Autonomous Prefecture_Shangri-la City_Village_Heping_Village Xiaozhongdian_Township,27.51427,99.84652,02/04/2019,NA,Swine,301.0,196.0,105,196,0.0
93,en_fup_0000030088_20190408_192150,other report ,1,08/04/2019,08/04/2019,03/04/2019,Xinjiang,Urumqi_Midong District_Farm_Jianquanzi_Community Shandaoba_Township,44.12305,87.64722,01/04/2019,NA,Swine,200.0,15.0,15,185,0.0
93,en_fup_0000030088_20190408_192150, (this report ,2,08/04/2019,08/04/2019,03/04/2019,Xinjiang,Kashgar Prefecture_Yecheng_Farm_11th Village Yitimukong_Township,37.87916,77.39894,04/04/2019,NA,Swine,341.0,39.0,39,302,0.0
94,en_fup_0000030139_20190415_152558,other report ,1,12/04/2019,15/04/2019,03/04/2019,Xinjiang,Urumqi_Midong District_Farm_Jianquanzi_Community Shandaoba_Township,44.12305,87.64722,01/04/2019,NA,Swine,200.0,15.0,15,185,0.0
94,en_fup_0000030139_20190415_152558, (this report ,2,12/04/2019,15/04/2019,03/04/2019,Xinjiang,Kashgar Prefecture_Shule_Farm_Shule County Breeding_Farm,39.38984,76.03145,01/04/2019,NA,Swine,583.0,150.0,92,491,0.0
94,en_fup_0000030139_20190415_152558,other report ,3,12/04/2019,15/04/2019,03/04/2019,Xinjiang,Kashgar Prefecture_Yecheng_Farm_11th Village Yitimukong_Township,37.87916,77.39894,04/04/2019,NA,Swine,341.0,39.0,39,302,0.0
95,en_fup_0000030204_20191107_171529,other report ,1,07/11/2019,07/11/2019,12/01/2019,Jiangsu,Suqian_Siyang_Farm_Huajing Village Nanliuji_Township,33.7986,118.6736,06/01/2019,28/02/2019,Swine,68969.0,2452.0,1369,39684,0.0
96,en_fup_0000030205_20191115_123657,other report ,1,15/11/2019,15/11/2019,13/01/2019,Gansu,Qingyang_Qingcheng_Backyard_Zhongping Village Yima_Township,35.9066,107.6884,07/01/2019,26/02/2019,Swine,109.0,44.0,9,100,0.0
96,en_fup_0000030205_20191115_123657,other report ,2,15/11/2019,15/11/2019,13/01/2019,Gansu,Lanzhou_Qilihe District_Backyard_Penjiaping Township,36.0366,103.7305,13/01/2019,05/03/2019,Swine,190.0,143.0,37,153,0.0
96,en_fup_0000030205_20191115_123657, (this report ,3,15/11/2019,15/11/2019,13/01/2019,Gansu,Dingxi_Minxian_Farm_Hualingou Village Puma_Township,34.47638,104.37222,23/09/2019,NA,Swine,287.0,265.0,265,22,NA
97,en_fup_0000030208_20190524_142833,other report ,1,23/05/2019,23/05/2019,19/01/2019,Ningxia,Yinchuan_Yongning_Backyard_Banqiao Village _Wangyuan Township,38.3536,106.3069,11/01/2019,05/03/2019,Swine,57.0,26.0,13,44,0.0
97,en_fup_0000030208_20190524_142833, (this report ,2,23/05/2019,23/05/2019,19/01/2019,Ningxia,Shizuishan_Huinong District_Backyard_Dianchang Community _Hebin Township,39.27234,106.77036,14/05/2019,NA,Swine,40.0,4.0,3,37,0.0
98,en_fup_0000030215_20191107_173737,other report ,1,07/11/2019,07/11/2019,23/11/2018,Beijing,Fangshan District_Farm_Guogezhuang Village _Qinglonghu Township,39.753,116.079,20/11/2018,12/01/2019,Swine,1325.0,49.0,49,1276,0.0
98,en_fup_0000030215_20191107_173737,other report ,2,07/11/2019,07/11/2019,23/11/2018,Beijing,Fangshan District_Farm_Xuezhuang Village _Liulihe Township,39.582,116.133,20/11/2018,12/01/2019,Swine,429.0,37.0,37,392,0.0
98,en_fup_0000030215_20191107_173737,other report ,3,07/11/2019,07/11/2019,23/11/2018,Beijing,Tongzhou District_Farm_Xiaodonggezhuang_Village  Lucheng_Township,39.833,116.812,01/12/2018,15/01/2019,Swine,16543.0,85.0,17,16526,0.0
98,en_fup_0000030215_20191107_173737,other report ,4,07/11/2019,07/11/2019,23/11/2018,Beijing,Shunyi District_Farm_Zhaoquanying Village _Zhaoquanying Township,40.211,116.587,04/12/2018,21/01/2019,Swine,34757.0,53.0,26,34731,0.0
99,en_fup_0000030253_20190424_140026,other report ,1,23/04/2019,24/04/2019,19/04/2019,Hainan,Wanning_Village_Siwei Village  Dong'ao_Township,18.74701,110.43483,11/04/2019,NA,Swine,419.0,49.0,49,370,0.0
99,en_fup_0000030253_20190424_140026, (this report ,2,23/04/2019,24/04/2019,19/04/2019,Hainan,Haikou_Xiuying District_Farm_Rulin Village Yongxing_Township,19.85333,110.27444,11/04/2019,NA,Swine,252.0,252.0,43,209,0.0
99,en_fup_0000030253_20190424_140026,other report ,3,23/04/2019,24/04/2019,19/04/2019,Hainan,Danzhou_Village_Meiwan Village Heqing_Township,19.251019,109.698304,12/04/2019,NA,Swine,302.0,28.0,28,274,0.0
99,en_fup_0000030253_20190424_140026, (this report ,4,23/04/2019,24/04/2019,19/04/2019,Hainan,Lingshui_Backyard_Paitian Village Timeng_Township,18.60073,110.02274,13/04/2019,NA,Swine,86.0,34.0,34,0,NA
99,en_fup_0000030253_20190424_140026, (this report ,5,23/04/2019,24/04/2019,19/04/2019,Hainan,Chengmai_Farm_Mianqianpo_Village Jiayue Township,19.56085,109.99155,14/04/2019,NA,Swine,172.0,62.0,62,110,0.0
99,en_fup_0000030253_20190424_140026, (this report ,6,23/04/2019,24/04/2019,19/04/2019,Hainan,Baoting_Backyard_Daolong_Village Baocheng_Township,18.63638,109.7375,16/04/2019,NA,Swine,7.0,7.0,7,0,0.0
100,en_fup_0000030554_20190521_165815,other report ,1,21/05/2019,21/05/2019,15/11/2018,Sichuan,Yibin_Gao County_Backyard_Gualu Village Qingfu_Township,28.465,104.544,13/11/2018,NA,Swine,40.0,16.0,10,30,0.0
100,en_fup_0000030554_20190521_165815,other report ,2,21/05/2019,21/05/2019,15/11/2018,Sichuan,Chengdu_Xinjing_Farm_Tiangong_Community Puxing_Township,30.436,103.918,13/11/2018,NA,Swine,110.0,27.0,13,97,0.0
100,en_fup_0000030554_20190521_165815,other report ,3,21/05/2019,21/05/2019,15/11/2018,Sichuan,Luzhou_Hejiang_Farm_Wangwan Village _Zhenlong Township,28.807,105.78,27/11/2018,NA,Swine,26241.0,68.0,68,26173,0.0
100,en_fup_0000030554_20190521_165815,other report ,4,21/05/2019,21/05/2019,15/11/2018,Sichuan,Bazhong_Bazhou District_Farm_Gongqiao Village _Longbei Township,31.584,106.771,06/12/2018,NA,Swine,219.0,51.0,19,200,0.0
100,en_fup_0000030554_20190521_165815,other report ,5,21/05/2019,21/05/2019,15/11/2018,Sichuan,Mianyang_Yanting_Farm_Xianshui Village _Fengling Township,31.225,105.397,12/12/2018,NA,Swine,210.0,35.0,26,184,0.0
100,en_fup_0000030554_20190521_165815,other report ,6,21/05/2019,21/05/2019,15/11/2018,Sichuan,Guang an_Linshui_Other_Toll station for G65_highway in the south of_Linshui County,30.28859,106.90877,10/03/2019,NA,Swine,150.0,9.0,9,141,0.0
100,en_fup_0000030554_20190521_165815, (this report ,7,21/05/2019,21/05/2019,15/11/2018,Sichuan,Tibetan Qiang_Autonomous Prefecture of_Ngawa_Ruoergai_Village_Geji Village  Jiangza_Township,34.16338,102.80345,12/05/2019,NA,Swine,429.0,111.0,78,351,0.0
101,en_fup_0000030635_20190529_151837,other report ,1,28/05/2019,28/05/2019,21/02/2019,Yunnan,Nujiang of the Lisu_Autonomous Prefecture_Lushui City_Farm_Xinzhai Village Liuku_Township,25.81839,98.89023,17/02/2019,NA,Swine,1304.0,6.0,2,1301,0.0
101,en_fup_0000030635_20190529_151837,other report ,2,28/05/2019,28/05/2019,21/02/2019,Yunnan,Diqing Tibetan_Autonomous Prefecture_Shangri-la City_Village_Heping_Village Xiaozhongdian_Township,27.51427,99.84652,02/04/2019,NA,Swine,301.0,196.0,105,196,0.0
101,en_fup_0000030635_20190529_151837, (this report ,3,28/05/2019,28/05/2019,21/02/2019,Yunnan,Wenshan Zhuang and_Miao Autonomous_Prefecture_Xianshan_Village_Likezhe Village Weimo_Township,23.83749,104.22583,23/05/2019,NA,Swine,104.0,49.0,48,56,0.0
102,en_fup_0000030636_20190603_134334,other report ,1,01/06/2019,01/06/2019,18/02/2019,Guangxi,Beihai_Yinghai District_Farm_Pingyang_Village Pingyang_Township,21.4958,109.2108,11/02/2019,NA,Swine,23555.0,1629.0,924,9420,0.0
102,en_fup_0000030636_20190603_134334,other report ,2,01/06/2019,01/06/2019,18/02/2019,Guangxi,Guigang_Gangnan District_Farm_Hubiao Village Xintang_Township,22.98111,109.62388,04/03/2019,NA,Swine,3172.0,24.0,20,3152,0.0
102,en_fup_0000030636_20190603_134334, (this report ,3,01/06/2019,01/06/2019,18/02/2019,Guangxi,Yulin_Bobai_Backyard_Taiyang_Village Wangmao_Township,22.12951,109.920208,25/05/2019,NA,Swine,1.0,1.0,0,1,0.0
103,en_fup_0000030657_20190530_133450,other report ,1,30/05/2019,30/05/2019,21/02/2019,Yunnan,Nujiang of the Lisu_Autonomous Prefecture_Lushui City_Farm_Xinzhai Village Liuku_Township,25.81839,98.89023,17/02/2019,NA,Swine,1304.0,6.0,2,1301,0.0
103,en_fup_0000030657_20190530_133450,other report ,2,30/05/2019,30/05/2019,21/02/2019,Yunnan,Diqing Tibetan_Autonomous Prefecture_Shangri-la City_Village_Heping_Village Xiaozhongdian_Township,27.51427,99.84652,02/04/2019,NA,Swine,301.0,196.0,105,196,0.0
103,en_fup_0000030657_20190530_133450,other report ,3,30/05/2019,30/05/2019,21/02/2019,Yunnan,Wenshan Zhuang and_Miao Autonomous_Prefecture_Xianshan_Village_Likezhe Village Weimo_Township,23.83749,104.22583,23/05/2019,NA,Swine,104.0,49.0,48,56,0.0
103,en_fup_0000030657_20190530_133450, (this report ,4,30/05/2019,30/05/2019,21/02/2019,Yunnan,Dai Autonomous_Prefecture of_Xishuangbanna_Menghai_Village_Pazhen Village Gelanghe_Township,21.8704,100.5971,26/05/2019,NA,Swine,80.0,37.0,12,68,0.0
104,en_fup_0000030681_20190603_134021,other report ,1,01/06/2019,01/06/2019,18/05/2019,Guizhou,Guiyang_Wudang District_Slaughterhouse_Luowan Village _Dongfeng Township,26.65767,106.8225,17/05/2019,NA,Swine,75.0,6.0,6,69,0.0
104,en_fup_0000030681_20190603_134021, (this report ,2,01/06/2019,01/06/2019,18/05/2019,Guizhou,Buyi and Miao_Autonomous Prefecture of_QianNan_Duyun_Other_Toll station for G75_highway in the south of_Xiaozhai Duyun City,26.2061,107.50087,30/05/2019,NA,Swine,32.0,1.0,1,31,0.0
105,en_fup_0000030749_20190621_162253,other report ,1,21/06/2019,21/06/2019,18/05/2019,Guizhou,Guiyang_Wudang District_Slaughterhouse_Luowan Village _Dongfeng Township,26.65767,106.8225,17/05/2019,NA,Swine,75.0,6.0,6,69,0.0
105,en_fup_0000030749_20190621_162253,other report ,2,21/06/2019,21/06/2019,18/05/2019,Guizhou,Buyi and Miao_Autonomous Prefecture of_QianNan_Duyun_Other_Toll station for G75_highway in the south of_Xiaozhai Duyun City,26.2061,107.50087,30/05/2019,NA,Swine,32.0,1.0,1,31,0.0
105,en_fup_0000030749_20190621_162253, (this report ,3,21/06/2019,21/06/2019,18/05/2019,Guizhou,Buyi and Miao_Autonomous Prefecture of_QianNan_Duyun_Farm_Wangsi Village Yundong_Township,26.10993,107.64206,09/06/2019,NA,Swine,331.0,15.0,10,321,0.0
105,en_fup_0000030749_20190621_162253, (this report ,4,21/06/2019,21/06/2019,18/05/2019,Guizhou,Buyi and Miao_Autonomous Prefecture of_QianNan_Pingtang_Backyard_Luoliang Village Kedu_Township,25.702042,106.85992,17/06/2019,NA,Swine,65.0,24.0,21,44,0.0
105,en_fup_0000030749_20190621_162253, (this report ,5,21/06/2019,21/06/2019,18/05/2019,Guizhou,Buyi and Miao_Autonomous Prefecture of_QianNan_Pingtang_Backyard_Leyang Village Tongzhou_Township,25.769518,107.040835,17/06/2019,NA,Swine,121.0,19.0,15,106,0.0
106,en_fup_0000030822_20190624_185302,other report ,1,22/06/2019,24/06/2019,18/05/2019,Guizhou,Guiyang_Wudang District_Slaughterhouse_Luowan Village _Dongfeng Township,26.65767,106.8225,17/05/2019,NA,Swine,75.0,6.0,6,69,0.0
106,en_fup_0000030822_20190624_185302,other report ,2,22/06/2019,24/06/2019,18/05/2019,Guizhou,Buyi and Miao_Autonomous Prefecture of_QianNan_Duyun_Other_Toll station for G75_highway in the south of_Xiaozhai Duyun City,26.2061,107.50087,30/05/2019,NA,Swine,32.0,1.0,1,31,0.0
106,en_fup_0000030822_20190624_185302,other report ,3,22/06/2019,24/06/2019,18/05/2019,Guizhou,Buyi and Miao_Autonomous Prefecture of_QianNan_Duyun_Farm_Wangsi Village Yundong_Township,26.10993,107.64206,09/06/2019,NA,Swine,331.0,15.0,10,321,0.0
106,en_fup_0000030822_20190624_185302,other report ,4,22/06/2019,24/06/2019,18/05/2019,Guizhou,Buyi and Miao_Autonomous Prefecture of_QianNan_Pingtang_Backyard_Luoliang Village Kedu_Township,25.702042,106.85992,17/06/2019,NA,Swine,65.0,24.0,21,44,0.0
106,en_fup_0000030822_20190624_185302,other report ,5,22/06/2019,24/06/2019,18/05/2019,Guizhou,Buyi and Miao_Autonomous Prefecture of_QianNan_Pingtang_Backyard_Leyang Village Tongzhou_Township,25.769518,107.040835,17/06/2019,NA,Swine,121.0,19.0,15,106,0.0
106,en_fup_0000030822_20190624_185302, (this report ,6,22/06/2019,24/06/2019,18/05/2019,Guizhou,Buyi and Miao_Autonomous Prefecture of_QianNan_Sandu_Village_Lianxin Village Zhoutan_Township,25.672666,107.978333,18/06/2019,NA,Swine,410.0,36.0,21,389,0.0
106,en_fup_0000030822_20190624_185302, (this report ,7,22/06/2019,24/06/2019,18/05/2019,Guizhou,Buyi and Miao_Autonomous Prefecture of_QianNan_Sandu_Village_Cunguyin_Village Zhonghe_Township,25.788025,107.894422,18/06/2019,NA,Swine,488.0,78.0,61,427,0.0
107,en_fup_0000030914_20190701_113712,other report ,1,29/06/2019,01/07/2019,19/01/2019,Ningxia,Yinchuan_Yongning_Backyard_Banqiao Village _Wangyuan Township,38.3536,106.3069,11/01/2019,05/03/2019,Swine,57.0,26.0,13,44,0.0
107,en_fup_0000030914_20190701_113712,other report ,2,29/06/2019,01/07/2019,19/01/2019,Ningxia,Shizuishan_Huinong District_Backyard_Dianchang Community _Hebin Township,39.27234,106.77036,14/05/2019,NA,Swine,40.0,4.0,3,37,0.0
107,en_fup_0000030914_20190701_113712, (this report ,3,29/06/2019,01/07/2019,19/01/2019,Ningxia,Zhongwei_Shapotou District_Slaughterhouse_Hongjia Slaughterhouse _Rouyuan Township,37.534425,105.23466,27/06/2019,NA,Swine,142.0,1.0,1,141,0.0
108,en_fup_0000031019_20190709_170615,other report ,1,09/07/2019,09/07/2019,18/02/2019,Guangxi,Beihai_Yinghai District_Farm_Pingyang_Village Pingyang_Township,21.4958,109.2108,11/02/2019,NA,Swine,23555.0,1629.0,924,9420,0.0
108,en_fup_0000031019_20190709_170615,other report ,2,09/07/2019,09/07/2019,18/02/2019,Guangxi,Guigang_Gangnan District_Farm_Hubiao Village Xintang_Township,22.98111,109.62388,04/03/2019,NA,Swine,3172.0,24.0,20,3152,0.0
108,en_fup_0000031019_20190709_170615,other report ,3,09/07/2019,09/07/2019,18/02/2019,Guangxi,Yulin_Bobai_Backyard_Taiyang_Village Wangmao_Township,22.12951,109.920208,25/05/2019,NA,Swine,1.0,1.0,0,1,0.0
108,en_fup_0000031019_20190709_170615, (this report ,4,09/07/2019,09/07/2019,18/02/2019,Guangxi,Yulin_Luchuan_Farm_Datang Village Daqiao_Township,22.19555,110.24888,30/06/2019,NA,Swine,147.0,9.0,9,138,0.0
108,en_fup_0000031019_20190709_170615, (this report ,5,09/07/2019,09/07/2019,18/02/2019,Guangxi,Guigang_Gangbei District_Farm_Zhongli Village Zhongli_Township,23.2575,109.61222,04/07/2019,NA,Swine,744.0,42.0,1,743,0.0
109,en_fup_0000031062_20190715_115910,other report ,1,12/07/2019,15/07/2019,30/03/2019,Hubei,Enshi Tujia and Miao_Autonomous Prefecture_Lichuan City_Backyard_Mingxing Village Jiannan_Township,30.48303,108.45214,10/03/2019,NA,Swine,83.0,83.0,73,10,0.0
109,en_fup_0000031062_20190715_115910,other report ,2,12/07/2019,15/07/2019,30/03/2019,Hubei,Enshi Tujia and Miao_Autonomous Prefecture_Lichuan City_Farm_Zhamu Community _Duting Township,30.26527,108.93833,21/03/2019,NA,Swine,142.0,8.0,5,137,0.0
109,en_fup_0000031062_20190715_115910, (this report ,3,12/07/2019,15/07/2019,30/03/2019,Hubei,Huanggang_Tuanfeng_Farm_Pushudian_Village Dandian_Township,30.78611,115.22861,07/07/2019,NA,Swine,102.0,5.0,5,97,0.0
110,en_fup_0000031125_20190719_182543,other report ,1,19/07/2019,19/07/2019,15/11/2018,Sichuan,Yibin_Gao County_Backyard_Gualu Village Qingfu_Township,28.465,104.544,13/11/2018,NA,Swine,40.0,16.0,10,30,0.0
110,en_fup_0000031125_20190719_182543,other report ,2,19/07/2019,19/07/2019,15/11/2018,Sichuan,Chengdu_Xinjing_Farm_Tiangong_Community Puxing_Township,30.436,103.918,13/11/2018,NA,Swine,110.0,27.0,13,97,0.0
110,en_fup_0000031125_20190719_182543,other report ,3,19/07/2019,19/07/2019,15/11/2018,Sichuan,Luzhou_Hejiang_Farm_Wangwan Village _Zhenlong Township,28.807,105.78,27/11/2018,NA,Swine,26241.0,68.0,68,26173,0.0
110,en_fup_0000031125_20190719_182543,other report ,4,19/07/2019,19/07/2019,15/11/2018,Sichuan,Bazhong_Bazhou District_Farm_Gongqiao Village _Longbei Township,31.584,106.771,06/12/2018,NA,Swine,219.0,51.0,19,200,0.0
110,en_fup_0000031125_20190719_182543,other report ,5,19/07/2019,19/07/2019,15/11/2018,Sichuan,Mianyang_Yanting_Farm_Xianshui Village _Fengling Township,31.225,105.397,12/12/2018,NA,Swine,210.0,35.0,26,184,0.0
110,en_fup_0000031125_20190719_182543,other report ,6,19/07/2019,19/07/2019,15/11/2018,Sichuan,Guang an_Linshui_Other_Toll station for G65_highway in the south of_Linshui County,30.28859,106.90877,10/03/2019,NA,Swine,150.0,9.0,9,141,0.0
110,en_fup_0000031125_20190719_182543,other report ,7,19/07/2019,19/07/2019,15/11/2018,Sichuan,Tibetan Qiang_Autonomous Prefecture of_Ngawa_Ruoergai_Village_Geji Village  Jiangza_Township,34.16338,102.80345,12/05/2019,NA,Swine,429.0,111.0,78,351,0.0
110,en_fup_0000031125_20190719_182543, (this report ,8,19/07/2019,19/07/2019,15/11/2018,Sichuan,Leshan_Jiajiang_Farm_Datong Village Ganjiang_Township,29.67173,103.60141,11/07/2019,NA,Swine,102.0,21.0,21,81,0.0
111,en_fup_0000031308_20190808_123558,other report ,1,08/08/2019,08/08/2019,30/03/2019,Hubei,Enshi Tujia and Miao_Autonomous Prefecture_Lichuan City_Backyard_Mingxing Village Jiannan_Township,30.48303,108.45214,10/03/2019,NA,Swine,83.0,83.0,73,10,0.0
111,en_fup_0000031308_20190808_123558,other report ,2,08/08/2019,08/08/2019,30/03/2019,Hubei,Enshi Tujia and Miao_Autonomous Prefecture_Lichuan City_Farm_Zhamu Community _Duting Township,30.26527,108.93833,21/03/2019,NA,Swine,142.0,8.0,5,137,0.0
111,en_fup_0000031308_20190808_123558,other report ,3,08/08/2019,08/08/2019,30/03/2019,Hubei,Huanggang_Tuanfeng_Farm_Pushudian_Village Dandian_Township,30.78611,115.22861,07/07/2019,NA,Swine,102.0,5.0,5,97,0.0
111,en_fup_0000031308_20190808_123558, (this report ,4,08/08/2019,08/08/2019,30/03/2019,Hubei,Jingzhou_Honghu City_Backyard_Shuanghong_Village Wanquan_Township,30.02694,113.28333,29/07/2019,NA,Swine,32.0,9.0,3,29,0.0
112,en_fup_0000031340_20190809_165150,other report ,1,09/08/2019,09/08/2019,18/02/2019,Guangxi,Beihai_Yinghai District_Farm_Pingyang_Village Pingyang_Township,21.4958,109.2108,11/02/2019,NA,Swine,23555.0,1629.0,924,9420,0.0
112,en_fup_0000031340_20190809_165150,other report ,2,09/08/2019,09/08/2019,18/02/2019,Guangxi,Guigang_Gangnan District_Farm_Hubiao Village Xintang_Township,22.98111,109.62388,04/03/2019,NA,Swine,3172.0,24.0,20,3152,0.0
112,en_fup_0000031340_20190809_165150,other report ,3,09/08/2019,09/08/2019,18/02/2019,Guangxi,Yulin_Bobai_Backyard_Taiyang_Village Wangmao_Township,22.12951,109.920208,25/05/2019,NA,Swine,1.0,1.0,0,1,0.0
112,en_fup_0000031340_20190809_165150,other report ,4,09/08/2019,09/08/2019,18/02/2019,Guangxi,Yulin_Luchuan_Farm_Datang Village Daqiao_Township,22.19555,110.24888,30/06/2019,NA,Swine,147.0,9.0,9,138,0.0
112,en_fup_0000031340_20190809_165150,other report ,5,09/08/2019,09/08/2019,18/02/2019,Guangxi,Guigang_Gangbei District_Farm_Zhongli Village Zhongli_Township,23.2575,109.61222,04/07/2019,NA,Swine,744.0,42.0,1,743,0.0
112,en_fup_0000031340_20190809_165150, (this report ,6,09/08/2019,09/08/2019,18/02/2019,Guangxi,Fangchenggang_Fangcheng District_Other_Toll station exit of_Qindong_highway Highway_checkpoint for Animal_health supervision,21.71777,108.45638,05/08/2019,NA,Swine,52.0,51.0,1,51,0.0
113,en_fup_0000031548_20190828_113047,other report ,1,27/08/2019,28/08/2019,21/02/2019,Yunnan,Nujiang of the Lisu_Autonomous Prefecture_Lushui City_Farm_Xinzhai Village Liuku_Township,25.81839,98.89023,17/02/2019,NA,Swine,1304.0,6.0,2,1301,0.0
113,en_fup_0000031548_20190828_113047,other report ,2,27/08/2019,28/08/2019,21/02/2019,Yunnan,Diqing Tibetan_Autonomous Prefecture_Shangri-la City_Village_Heping_Village Xiaozhongdian_Township,27.51427,99.84652,02/04/2019,NA,Swine,301.0,196.0,105,196,0.0
113,en_fup_0000031548_20190828_113047,other report ,3,27/08/2019,28/08/2019,21/02/2019,Yunnan,Wenshan Zhuang and_Miao Autonomous_Prefecture_Xianshan_Village_Likezhe Village Weimo_Township,23.83749,104.22583,23/05/2019,NA,Swine,104.0,49.0,48,56,0.0
113,en_fup_0000031548_20190828_113047,other report ,4,27/08/2019,28/08/2019,21/02/2019,Yunnan,Dai Autonomous_Prefecture of_Xishuangbanna_Menghai_Village_Pazhen Village Gelanghe_Township,21.8704,100.5971,26/05/2019,NA,Swine,80.0,37.0,12,68,0.0
113,en_fup_0000031548_20190828_113047, (this report ,5,27/08/2019,28/08/2019,21/02/2019,Yunnan,Zhaotong_Yongshan_Farm_Laojie_Community Daxing_Township,27.6836,103.3739,20/08/2019,NA,Swine,120.0,55.0,26,94,0.0
114,en_fup_0000031697_20190912_111711,other report ,1,11/09/2019,12/09/2019,19/01/2019,Ningxia,Yinchuan_Yongning_Backyard_Banqiao Village _Wangyuan Township,38.3536,106.3069,11/01/2019,05/03/2019,Swine,57.0,26.0,13,44,0.0
114,en_fup_0000031697_20190912_111711,other report ,2,11/09/2019,12/09/2019,19/01/2019,Ningxia,Shizuishan_Huinong District_Backyard_Dianchang Community _Hebin Township,39.27234,106.77036,14/05/2019,NA,Swine,40.0,4.0,3,37,0.0
114,en_fup_0000031697_20190912_111711,other report ,3,11/09/2019,12/09/2019,19/01/2019,Ningxia,Zhongwei_Shapotou District_Slaughterhouse_Hongjia Slaughterhouse _Rouyuan Township,37.534425,105.23466,27/06/2019,NA,Swine,142.0,1.0,1,141,0.0
114,en_fup_0000031697_20190912_111711, (this report ,4,11/09/2019,12/09/2019,19/01/2019,Ningxia,Yinchuan_Xingqing District_Farm_Qiangjiamiao_Village Zhangzheng_Township,38.40083,106.40861,06/09/2019,NA,Swine,226.0,13.0,13,213,0.0
115,en_fup_0000031745_20191107_175059,other report ,1,07/11/2019,07/11/2019,19/04/2019,Hainan,Wanning_Village_Siwei Village  Dong'ao_Township,18.74701,110.43483,11/04/2019,23/05/2019,Swine,419.0,49.0,49,370,0.0
115,en_fup_0000031745_20191107_175059,other report ,2,07/11/2019,07/11/2019,19/04/2019,Hainan,Haikou_Xiuying District_Farm_Rulin Village Yongxing_Township,19.85333,110.27444,11/04/2019,24/05/2019,Swine,252.0,252.0,43,209,0.0
115,en_fup_0000031745_20191107_175059,other report ,3,07/11/2019,07/11/2019,19/04/2019,Hainan,Danzhou_Village_Meiwan Village Heqing_Township,19.251019,109.698304,12/04/2019,22/05/2019,Swine,302.0,28.0,28,274,0.0
115,en_fup_0000031745_20191107_175059,other report ,4,07/11/2019,07/11/2019,19/04/2019,Hainan,Lingshui_Backyard_Paitian Village Timeng_Township,18.60073,110.02274,13/04/2019,24/05/2019,Swine,86.0,34.0,34,52,0.0
115,en_fup_0000031745_20191107_175059,other report ,5,07/11/2019,07/11/2019,19/04/2019,Hainan,Chengmai_Farm_Mianqianpo_Village Jiayue Township,19.56085,109.99155,14/04/2019,24/05/2019,Swine,172.0,62.0,62,110,0.0
115,en_fup_0000031745_20191107_175059,other report ,6,07/11/2019,07/11/2019,19/04/2019,Hainan,Baoting_Backyard_Daolong_Village Baocheng_Township,18.63638,109.7375,16/04/2019,24/05/2019,Swine,7.0,7.0,7,0,0.0
116,en_fup_0000031746_20191024_173421,other report ,1,24/10/2019,24/10/2019,07/02/2019,Hunan,Yongzhou_Economic and_Technological_Development Zone_Farm_Hengchong_Village RenWan_Township,26.40305,111.5875,04/02/2019,23/03/2019,Swine,4776.0,270.0,171,4605,0.0
117,en_fup_0000031747_20191024_173539,other report ,1,24/10/2019,24/10/2019,20/02/2019,Shandong,Jinan_Laiwu District_Farm_Dongyaoguan_Village Chayekou_Township,36.45805,117.6662,18/02/2019,05/04/2019,Swine,4504.0,17.0,3,4501,0.0
118,en_fup_0000031748_20191024_173629,other report ,1,24/10/2019,24/10/2019,24/02/2019,Hebei,Baoding_Xushui District_Farm_Fangling Village Dayin_Township,38.90805,115.69055,22/02/2019,12/04/2019,Swine,5600.0,107.0,107,5493,0.0
119,en_fup_0000031749_20191024_172832,other report ,1,24/10/2019,24/10/2019,27/02/2019,Shaanxi,Yulin_Jingbian_Farm_Haizetan Village _Haizetan Township,37.7527,108.87699,17/02/2019,14/04/2019,Swine,11334.0,150.0,62,3470,0.0
120,en_fup_0000031750_20191024_173711,other report ,1,24/10/2019,24/10/2019,03/04/2019,Xinjiang,Urumqi_Midong District_Farm_Jianquanzi_Community Shandaoba_Township,44.12305,87.64722,01/04/2019,21/05/2019,Swine,200.0,15.0,15,185,0.0
120,en_fup_0000031750_20191024_173711,other report ,2,24/10/2019,24/10/2019,03/04/2019,Xinjiang,Kashgar Prefecture_Shule_Farm_Shule County Breeding_Farm,39.38984,76.03145,01/04/2019,28/05/2019,Swine,583.0,150.0,92,491,0.0
120,en_fup_0000031750_20191024_173711,other report ,3,24/10/2019,24/10/2019,03/04/2019,Xinjiang,Kashgar Prefecture_Yecheng_Farm_11th Village Yitimukong_Township,37.87916,77.39894,04/04/2019,29/05/2019,Swine,341.0,39.0,39,302,0.0
